No.,Message,Source,Label,Emotion
28,i don t feel comfortable around you,Twitter,1,joy
29,i am happy that you don t feel as burdened and consumed as i do,Twitter,0,sadness
30,i am still here i am not dead yet but these things can not be said without feeling humiliated,Twitter,0,sadness
31,i have been continually surprised at how much less i need to eat to feel truly satisfied if im eating good food and sitting down for a whole lovely little experience at each meal satisfying the soul as well as the stomach,Twitter,1,joy
32,i pretty much waddled out of the hospital feeling weird lightheaded but ok,Twitter,5,surprise
33,i apologize to him almost every day for my lack of faith and i ask him to give me more because i feel uncertain about my future here in kiev,Twitter,4,fear
34,i am still searching for direction but at least now i feel slightly more assured more hopeful,Twitter,1,joy
35,i am so angry that i feel like i have to go through life not being as carefree as i want to be,Twitter,1,joy
36,i feel passionate about today because of him,Twitter,2,love
37,i am only having day a week where i am feeling depressed or seriously anxious,Twitter,0,sadness
38,article published,Twitter,1,joy
39,i see things so clearly and with so much depth peace that it makes me feel unsure,Twitter,4,fear
40,i feel myself relax a little he wouldn t be this friendly if he was going to tear me off a strip but my mind is working overtime trying to work out what he does want,Twitter,1,joy
41,i feel doubtful about my place in the world of technology and the applicable value of the work i do i often find it helpful to think about doug engelbart listening to him describe in one of many interviews his goals the genesis of his goals and his dogged perseverance toward meeting his plan,Twitter,4,fear
42,im feeling rotten i dont post much new material that doesnt mean you shouldnt be reading when youre feeling rotten,Twitter,0,sadness
43,i have a feeling that theyre probably not going to be thrilled with me,Twitter,1,joy
44,ive been feeling pretty shitty and been in a pretty shitty mood the past few days,Twitter,0,sadness
45,i cant even imagine how my mom and her three younger sisters must feel i think the weird thing about death is that from an early age we associate it with something evil and tragic,Twitter,5,surprise
46,i feel glad i am on the side of the law and the only journey about to start was our weekend sojourn to the city of pines,Twitter,1,joy
47,i will most likely feel overwhelmed and exhausted again,Twitter,4,fear
48,i can feel myself reaching out extending through time and space to touch my beloved,Twitter,1,joy
49,im looking right now so desperately looking for a creative project that i feel like i have had a hand in that i need to sit and write my fucking mother fucker of a fuckity fuckers fucked play before i feel satisfied doing anything else,Twitter,3,anger
50,i am really hoping to get to target soon and i am so glad im feeling more positive this week,Twitter,1,joy
51,i dont know if i feel appreciative of all the talent out there or depressed that i suck at this so much,Twitter,1,joy
52,i feel he will be ok with out it,Twitter,1,joy
53,i tend to stop breathing when i m feeling stressed,Twitter,0,sadness
54,i feel sickened by and disgusted with the sins of man despite my divinity i feel sickened by and disgusted with the sins of man,Twitter,3,anger
55,i feel that i have nothing smart or interesting to write about these days,Twitter,1,joy
56,i feel blessed and grateful today,Twitter,2,love
57,i am not feeling very compassionate towards those that need our help i just want them to fix their own problems so i dont have to figure out what parts they need or how long it will take to get the job done or is this an emergency,Twitter,2,love
58,i had my week appointment yesterday and left feeling a little defeated,Twitter,0,sadness
59,i know it isnt true but sometimes i feel like the most unimportant insignificant person on the face of the earth,Twitter,0,sadness
60,i feel so numb to everything right now and its hard to express exactly what i feel but we went for a little harrison walk nonetheless to clear our heads,Twitter,0,sadness
61,i feel for you makes me brave,Twitter,1,joy
62,i am feeling incredibly thankful for this year my children,Twitter,1,joy
63,i write this i m sipping on a martini which is probably why i m feeling so generous,Twitter,1,joy
64,i would recommend watching them to feel amazed and inspired,Twitter,5,surprise
65,i can t really put into eloquent words what i m trying to say i just feel listless and useless and meaningless as though i ve failed in life,Twitter,0,sadness
66,i feel that i have a really funny side that i would like people to see,Twitter,5,surprise
67,i already feel awful about what happened and i actually needed to hear you say everything you just said more than anything else in the whole world,Twitter,0,sadness
68,i feel divine and strong,Twitter,1,joy
69,i can say that i feel amazed,Twitter,5,surprise
70,i actually think i am a fairly authentic person generally i am pretty honest about my opinions desires etc and almost never lie even white lies but when it comes to those deep dark close to home negative feelings in your gut oh how i have repressed them out of fear,Twitter,0,sadness
71,i slept horribly and i m feeling doubtful about everything like why can t i manage to figure out how to save more money,Twitter,4,fear
72,i feel hopeful yet at times not so hopeful,Twitter,1,joy
73,i just supposed to read the bible and think well god wants me to feel peaceful so thats what i will do,Twitter,1,joy
74,i hated growing up i have no good memories of a life as an innocent child only the feeling of being hated and worthlessness consume the memories,Twitter,3,anger
75,i am having really badly cannot wear anything without causing spasms diarrhea or eat more than a few of mouthfuls i am feeling very miserable,Twitter,0,sadness
76,when my kid brother broke my reading spectacles,Twitter,3,anger
77,i could feel my mouth water as i devoted all my energy to evoking yelps from his lips,Twitter,2,love
78,im feeling though that it may be worthwhile to learn the terminology and thus improve my ability to communicate,Twitter,1,joy
79,i don t feel afraid i m a nurse i m doing my job,Twitter,4,fear
80,i was feeling confident that i could work with these kids teach them,Twitter,1,joy
81,im feeling scared,Twitter,4,fear
82,i was feeling really cute and happy for church on sunday so i thought itd be a good time to take a belly picture,Twitter,1,joy
83,i feel burdened because yuchun and junsu have been doing so well,Twitter,0,sadness
84,i had to really say that i m feeling remorseful and regretful for what i ve done,Twitter,0,sadness
85,im associated with what they do despite how i feel and protest about it whilst reaping the benefits of a relatively peaceful society,Twitter,1,joy
86,i have a feeling i will once again walk out pressured to induce but i just have to remain strong in the face of pressure,Twitter,4,fear
87,i feel like i m frolicking away precious time to do something for my future,Twitter,1,joy
88,i feel like i have some useful tools,Twitter,1,joy
89,i feel like im in some kind of defective shell that prevents me from utilizing who i know myself to be from using the tools i was given,Twitter,0,sadness
90,i feel so empty i dont know what i am suppose to do,Twitter,0,sadness
91,i genuinely feel for the characters and am keen to uncover every part of the story,Twitter,1,joy
92,im feeling adventurous i might toss in a scoop of protein powder for an extra punch of nutrition,Twitter,1,joy
93,i feel awkward around rose,Twitter,0,sadness
94,i want to be generous but sometimes i feel greedy,Twitter,3,anger
95,i feel so unsure about this book was the ending,Twitter,4,fear
96,i really liked it and i have a feeling the beloved would have liked it too except hes away still and missed out,Twitter,1,joy
97,i feel like talking in a snobbish uppity accent and responding with let me just say a lot while flipping my hair and then trying to pull the cheese wiz out of it,Twitter,3,anger
98,i don t feel as needy and desperate to prove things,Twitter,0,sadness
99,i feel bad for my mum who carries everything and everyone,Twitter,0,sadness
100,i have a feeling some people really outgoing people must feel like that naturally,Twitter,1,joy
101,i was still feeling pretty discouraged when a friend of mine shared a verse with me may the god of hope fill you with all joy and peace as you trust in him so that you may overflow with hope by the power of the holy spirit,Twitter,0,sadness
102,i try not to be too dismissive of elections since i feel privileged to have the right to be dismissive of elections but it s really hard to get too excited about an election where half the races on ballot are folks running completely unopposed,Twitter,1,joy
103,im feeling too low for creative play,Twitter,0,sadness
104,i find myself feeling quite distressed by approaching each meal with concern,Twitter,4,fear
105,i feel so foolish and ashamed,Twitter,0,sadness
106,i was feeling ok ish so decided to carry on with another group that had set off later but were catching up with us quickly,Twitter,1,joy
107,i feel embarrassed or mean when i would do other wise,Twitter,0,sadness
108,i also feel that labyrinths may be approached too much for solemn purposes,Twitter,1,joy
109,i hate feeling so needy and yet knowing no one can help me feel better because the only thing that would make me happy and the only thing i need is doug,Twitter,0,sadness
110,i know i feel agitated like the volcanos sudden movement i am thinking why cant i stop,Twitter,3,anger
111,i realise the date and feel so alarmed as if its time i start living already,Twitter,4,fear
112,i feel that everybody is so eager for competition at least that s what i am feeling very strongly,Twitter,1,joy
113,i am feeling paranoid and not wanting to leave the house,Twitter,4,fear
114,i want people to laugh whilst watching this however still feel a little suspicious of what could happen,Twitter,4,fear
115,i definitely dont want to live forever but if i could stay looking and feeling until i hit maybe years on earth and then bite it thatd be cool,Twitter,1,joy
116,i feel most rich with a full table of people to sit and eat with,Twitter,1,joy
117,i took was blurry which kind of captures my feeling of relieved bliss,Twitter,1,joy
118,i told the designer that it was very fitting for me because im always feeling like i dont belong in my job with my friends with my creative aspirations,Twitter,1,joy
119,i go back to feeling miserable plus my eyes itch and its hot,Twitter,0,sadness
120,i have been reaching for this a lot it is light nourishing and leaves my skin feeling amazing in the morning,Twitter,5,surprise
121,i feel honoured and excited to introduce the incredibly nice very well travelled and oh so stylish a href http silkyway,Twitter,1,joy
122,i don t feel gentle a href http www,Twitter,2,love
123,i keep cards they are also leaves of past i would feel heartless to throw them away,Twitter,3,anger
124,i think the force of the disappointment that i feel when i get rejected from a job has to do with wanting to keep this shield up to replace academia with some other job any other job whether i actually want it or not,Twitter,0,sadness
125,i feel dissatisfied since ive been doing nothing,Twitter,3,anger
126,i could feel myself hardening and not because of the gorgeous breasts that i was sucking on,Twitter,1,joy
127,i feel ugly and certainly days where i dont want to give look or act my best,Twitter,0,sadness
128,i just feel like a whiney bitch,Twitter,0,sadness
129,i must say that i definitely feel like ive become much more intelligent this semester,Twitter,1,joy
130,i remember feeling a little jaded after my first trip abroad like america had betrayed me somehow,Twitter,0,sadness
131,i feel most romantic when its just the two of us hand in hand a couple without kids alone and free to just be together,Twitter,2,love
132,i feel amazing putting on nd class said newly frocked interior communication electrician nd class rachel rice,Twitter,5,surprise
133,i know im way knowledgeable now i feel like i am in such an amazing stage of life,Twitter,5,surprise
134,i may attempt a hair coloring session later if i m feeling brave crazy saturday nights over here,Twitter,1,joy
135,im going to the valentines day banquet tonight and i just got all my makeup and hair done and i feel gorgeous,Twitter,1,joy
136,i feel honoured that anyone takes time from their day to let me know they ve read my posts,Twitter,1,joy
137,i feel absolutely sufficed and equally determined,Twitter,1,joy
138,i have a feeling that prom will suck as signalled by the gloomy clouds and rainfall,Twitter,0,sadness
139,i feel like the puppets are more of an obstacle than anything else distracting from the story and drama rather than supporting or adding to it,Twitter,2,love
140,i think she just feels a bit threatened sometimes like guys who watch us and get off on it are kind of intruding,Twitter,4,fear
141,i woke up half way home and vaguely remember feeling lost the where am i,Twitter,0,sadness
142,i pulled over in a roadside forest and sat under a tree to relax for a bit reminding myself it s the journey and not the destination and feeling sure that the saying was invented by someone completely lost,Twitter,1,joy
143,i feel brow beaten whenever the bbc comes under attack i ve pumped all of mr lyons words into wordle,Twitter,0,sadness
144,i was feeling particularly gloomy the weather has the worst effect on me i didn,Twitter,0,sadness
145,i feel bad for people who try to figure me out because even i dont know who i am,Twitter,0,sadness
146,im feeling low or going through something difficult why is that the time that close friends choose to be moody or weird,Twitter,0,sadness
147,i have been feeling really needy of attention maybe because ryan has been working a lot and i am home by myself all day,Twitter,0,sadness
148,i have been made to look like im an albino and toned to the point of turning grey and feeling a little more skeptical each time i go to get my hairdresser,Twitter,4,fear
149,i was feeling rather agitated over something as i was departed home and yet i couldn t attest to any particular reason why i was experiencing such erratic type of emotions at that time,Twitter,3,anger
150,i try to convince him what he says he can t feel though in vain,Twitter,0,sadness
151,i wish i could describe to you the joy i feel when i receive a letter from one of these precious children,Twitter,1,joy
152,i remember last year feeling thankful but also having to nudge myself to remember all that i was and still am thankful for,Twitter,1,joy
153,i am very much behind on my reading and writing for the fall quarter i might say that the decision to overwork the dawley text was what first fucked me over but neither do i feel i ought to be shaken by such a small thing,Twitter,4,fear
154,i love reading your comments so please feel free to leave them,Twitter,1,joy
155,i do not know if you have not had the experience of buying shoes online this is so true i feel sincere joy in the store are not always happy,Twitter,1,joy
156,i feel bothered at the fact that some of us have been given so many chances but i don t see the least bit of appreciation and utter gratefulness downright from their souls,Twitter,3,anger
157,i am still proud of the change i made and it makes me feel good to know that i broke free of my addiction,Twitter,1,joy
158,i supposed i ought to feel thankful for that adding with a sarcastic edge at my age,Twitter,1,joy
159,i constantly feel an anxious twinge to start something great,Twitter,4,fear
160,i do not think it is a lack of esteem i am confident in my own capabilities and feel that i am generally respected in my professional and personal life,Twitter,1,joy
161,i would love to do something that i feel passionate about,Twitter,2,love
162,i have finally signed a petition that made me feel kind of hopeful,Twitter,1,joy
163,i still feel kind of listless and frustrated but its so much better than it was before,Twitter,0,sadness
164,i know i m going to quit i feel frantic to smoke,Twitter,4,fear
165,i have a feeling it will be a pleasant surprise,Twitter,1,joy
166,im feeling inside but i just need to calm down and relax,Twitter,1,joy
167,held under water by a large wave and thought i was drowning,Twitter,4,fear
168,im not in a bad mood but i feel messy and unmotivated,Twitter,0,sadness
169,i am a captivating feel energetic and motions and euphoric feelings is advisable that work all,Twitter,1,joy
170,i feel that this is for others to decide i m delighted that fans of my paintings will now be able to see a body of work of which i m very proud,Twitter,1,joy
171,i feel so honored to see them but part of me says come on queenie its time to retire to the royal bedchamber,Twitter,1,joy
172,i feel rather disgusted after seeing his photography,Twitter,3,anger
173,i feel blessed to have been surrounded with so many great coaches players and administrators that have worked relentlessly and dedicated themselves to this institution,Twitter,1,joy
174,i feel we will all be doomed to repeat the horrors of the great depression and the wiemar republic depression,Twitter,0,sadness
175,i was feeling jealous and i said no im not jealous because i know where i stand,Twitter,3,anger
176,i feel like a petty girl whos wasting her time on a lost cause,Twitter,3,anger
177,i also feel arisnote is a useful program,Twitter,1,joy
178,i could help but feel deeply doubtful about my decision to come to india,Twitter,4,fear
179,i was suppose to feel amazing but i didnt and would have to deal with that for the next,Twitter,1,joy
180,i started to feel horny and responded to her kisses,Twitter,2,love
181,i feel the artistic maelstrom swirling around me,Twitter,1,joy
182,i had much trepidation about forcing the issue but i had prayed about it and not only was i being honest with my feelings i was convinced i was right,Twitter,1,joy
183,i feel a bit discontent that its passed me by again,Twitter,0,sadness
184,i was feeling ecstatic i was feeling laid back i didnt care anymore,Twitter,1,joy
185,i am once more reminded that smooth travel depends mostly on luck and this time i have it and others do not and so i feel like the rich person who was handed fortunes while others just scraped by if that,Twitter,1,joy
186,i took my car and my camera to a scrapyard and despite feeling very intimidated by my surrounds i asked if i could take a few pics and when i got the ok i did just that,Twitter,4,fear
187,i write these words i feel solemn,Twitter,1,joy
188,i feel fearful that they will want to save her from the things people and places i joyfully drag her into the center of,Twitter,4,fear
189,i was feeling much more mellow,Twitter,1,joy
190,i feel to glad that this blog must be helpful knowledgeable and explorable,Twitter,1,joy
191,im feeling unloved and unwanted and as if the only person in the world who loves me is my child,Twitter,0,sadness
192,i fear before each exam,Twitter,4,fear
193,i sure do feel rich right now,Twitter,1,joy
194,i really enjoy physics it makes me think and analyse and even though it gets frustrating the feeling of solving a problem is just wonderful,Twitter,1,joy
195,im quick to feel guilt for the innocent,Twitter,1,joy
196,i was feeling confident once again vanessa and mamen had succeeded in reminding me why i came here,Twitter,1,joy
197,i am eating and also the way i feel although i do still feel groggy without the caffeine to wake me up that is something i am ok with as long as i dont have the heartburn and headaches,Twitter,0,sadness
198,i was feeling less scared than before cause im a wizard wahahaha,Twitter,4,fear
199,i didn t feel so lively february th goto comments leave a comment,Twitter,1,joy
200,i honor this higher self sometimes i feel that i am alone,Twitter,0,sadness
201,i feel very rich i have no money to speak of,Twitter,1,joy
202,i wanted most in the world was to feel calm,Twitter,1,joy
203,i knew i was on my way to the finish line but it didn t feel like it in fact i felt like the run and my suffering would never end,Twitter,0,sadness
204,i feel pressured by a dumb feeling,Twitter,4,fear
205,i was still more optimistic about things and how simple i see things right now i feel jaded and worn out,Twitter,0,sadness
206,im feeling and loving about this homeschooling gig is the space that comes with it,Twitter,2,love
207,i feel lame just writing about life things anyway,Twitter,0,sadness
208,i feel shitty when im at work not doing much and not contributing to the bottom line because im not motivated i feel like a leech but i get paid and i dont turn it down,Twitter,0,sadness
209,i feel strong confident and powerful,Twitter,1,joy
210,i feel lethargic and drained,Twitter,0,sadness
211,im guessing my nutrient poor carb dinner the night before had something to do with how i was feeling which was crappy with a huge side of hunger,Twitter,0,sadness
212,i feel more generous and think that perhaps art dont have to do that necessarily but that the good art or the high art has to do that,Twitter,2,love
213,i feel so angry at myself,Twitter,3,anger
214,i too feels that kareena will make a fantastic cop,Twitter,1,joy
215,i heard about this myth a long time ago and when we went my teacher and i joked about going and eating there since we were feeling a bit homesick,Twitter,0,sadness
216,i feel like i am going to get blamed,Twitter,0,sadness
217,i feel a bit paranoid like people are judging me,Twitter,4,fear
218,i would feel pretty crap to put it in the prizes because its fake boooo,Twitter,0,sadness
219,i feel it s just really boring if you were to end up playing a good vs good match it might happen i wouldn t want to play it and have my legolas look the same as the three other legolasses on the board because that s boring and i consider the painting to be part of the hobby,Twitter,0,sadness
220,i feel like i need to apologize to you because of how i was finally convinced of your love,Twitter,1,joy
221,i feel after i quit a job i hated class thumbnail width,Twitter,0,sadness
222,i just didn t feel it i m afraid,Twitter,4,fear
223,i finally feel excited to continue to try to lose some weight,Twitter,1,joy
224,i feel quite bad that i made yihan feel bad,Twitter,0,sadness
225,i can feel that my face is cleaner and looks more radiant,Twitter,1,joy
226,i do feel hiccups sometimes they are so cute,Twitter,1,joy
227,i feel like im being ungrateful cause here i am born into a happy loving family with hardly any trouble whatsoever with anything,Twitter,0,sadness
228,i feel like they are not respected as they should be,Twitter,1,joy
229,i feel that these types of people are the most dangerous in any situation,Twitter,3,anger
230,i feel lonely as i walk around in school and at lot one shopping mall,Twitter,0,sadness
231,i just feel like im nothing special,Twitter,1,joy
232,i feel awkward to accept the reward they want to gave me,Twitter,0,sadness
233,i imagine sitting at a fire at party with someone you really care about trying to tell them how you feel waiting and longing for the moment and feeling so many mixed feelings,Twitter,2,love
234,im feeling more optimistic about it in regards being more at ease in shorts,Twitter,1,joy
235,i feel that i am rather faithful to make up brands especially when i find something that really works for me,Twitter,1,joy
236,i can do feeling helpless,Twitter,4,fear
237,i feel a tender and still tentative unfurling of innocent desire towards my mate,Twitter,2,love
238,im not typing this right now feeling all lethargic and buzzed up from all the food and drink like the old joe would have,Twitter,0,sadness
239,i was feeling kind of regretful i didnt try out for the drill team but i think if i make this jv drill team itll be better for my schedule with ib and stuff ooh and today i got a letter from arita her friends in thailand are so cute,Twitter,0,sadness
240,im back at my doctors tomorrow for the results of a blood test and to pick up a prescription if im still feeling as bad tomorrow as i am right now im going to mention something and hopefully get an appointment,Twitter,0,sadness
241,ive made and provided that someone would understand exactly how i feel when im discouraged and ready to give up,Twitter,0,sadness
242,i find this scent pretty generic i actually feel like bath amp bodyworks didnt invest much time in this collection like they created sweet on paris then decided to throw together two other predictable scents,Twitter,2,love
243,i feel that i am very generous with giveaway copies of my copyrighted works and i dont like to have to address an issue like this but i work hard to produce my books,Twitter,2,love
244,it was in march when one of my fellow students borrowed my wristwatch and after sometime he broke a glass of that watch i got angry when he was telling me but the anger didnt take long to fade,Twitter,3,anger
245,i feel enraged when some people are happy,Twitter,3,anger
246,i kept quiet feeling a little foolish that i had been too quick to jump into conclusion,Twitter,0,sadness
247,im sitting there shitting bricks feeling completely terrified nervous that im going to make a mistake and cost my raid the achievement again this week,Twitter,4,fear
248,i often feel an energetic disconnect when engaging with technology,Twitter,1,joy
249,i sort of sense it but at the same time other signs point me away so i m left just feeling confused and misdirected,Twitter,4,fear
250,i feel responsibility is suffering,Twitter,0,sadness
251,i feel so unimportant there,Twitter,0,sadness
252,i want to have amicable and easy relations with good feeling supportive neighbours,Twitter,2,love
253,i could say im feeling very low right now because im trying trying but i hate slow progress,Twitter,0,sadness
254,i feel a little sentimental about and will probably keep but at the end of the hour or so it took me to go through everything heres what i had a href http,Twitter,0,sadness
255,i am fighting with my mind trying to tell myself to not feel lonely and there they re helping oh so much,Twitter,0,sadness
256,i said glimpses of time moments of mercy that i am reminded just whose errand i am on and i feel so lucky to do his work,Twitter,1,joy
257,im feeling rather sentimental and nostalgic now,Twitter,0,sadness
258,i stared out the window for a few minutes feeling hopeless defeated and so tired,Twitter,0,sadness
259,i am feeling disliked,Twitter,0,sadness
260,i behave normally it feels weird,Twitter,5,surprise
261,i have gotten comfortable laying the boat over and gently righting it using a low brace without jerking it or feeling alarmed by the lack of push back,Twitter,4,fear
262,i am feeling mentally and physically drained i am no longer the same person i was a year ago i have changed,Twitter,0,sadness
263,i feel most contented when,Twitter,1,joy
264,i just want to take this opportunity to express my deepest feelings of sympathy to you over the loss of your beloved paul,Twitter,1,joy
265,i feel mega lame because hes all i can think about for god knows what reason and he probably hasnt even had my name cross his mind since last week,Twitter,0,sadness
266,i get that kind of pressure i start to feel irritated and i can quickly get angry and snappish,Twitter,3,anger
267,i still feel the two most talented teams will st,Twitter,1,joy
268,i feel morose nonetheless too much to do and too much to think about,Twitter,0,sadness
269,i also feel very excited because i would like to know how our child would look like and i would be teaching her russian and british accents hahahaha,Twitter,1,joy
270,i feel about myself ive been sort of faithful in supporting the huddle but i feel like ive done so sooo little in playing the game,Twitter,2,love
271,i am not angry or feeling jealous or envious with what actually took place just now but i was just being a lost n upset girl wondering some things that i shouldnt be thinking not at this moment n never will,Twitter,3,anger
272,i arrived on the cardiac floor i was feeling sleep deprived and a little on edge frankly i was stressed out,Twitter,0,sadness
273,i am feeling quite cold,Twitter,3,anger
274,i am finding other ways to feel entertained protected attractive comfortable,Twitter,1,joy
275,ive been feeling mellon collie aka melancholy the past few days and i,Twitter,0,sadness
276,i want to capture this stillness and place it in a bottle so that the next time i m feeling a little gloomy i can take out this piece of tranquility and just breathe,Twitter,0,sadness
277,i know i am feeling frustrated and venting all my energy onto something that is very likely explanable if i could look beyond the surface,Twitter,3,anger
278,i was still feeling skeptical and thought im crazy to try out this recipe since i never like oat porridge at all,Twitter,4,fear
279,i said in my other post it feels so weird that its a story,Twitter,4,fear
280,i could feel the desperation of the longing seeping within me,Twitter,2,love
281,im with my grandparents i feel like the time is very precious,Twitter,1,joy
282,im feeling hostile and irritated,Twitter,3,anger
283,i attended i tried to pay more attention to the material that i was covering and even participated in some of the excercises despite feeling a little skeptical at first and thought that i would have nothing to gain from it,Twitter,4,fear
284,i used to feel i can do anything but now i feel miserable,Twitter,0,sadness
285,i feel the need to keep you entertained because i feel like youre bored of me,Twitter,1,joy
286,i do feel remorseful for shouting at him at times when hes especially annoying,Twitter,0,sadness
287,i had a feeling she hated the new litter we got we get costco brand and she dislikes julius using the same box,Twitter,3,anger
288,i tend to keep my mouth shut because im not well enough informed but when it comes to public education i can speak what i feel because thats one topic im passionate about and do my best to keep up with,Twitter,1,joy
289,i can t seem to shake the feeling that i am taking up someone s valuable chance for comfort and guidance,Twitter,1,joy
290,i forgive myself for accepting and allowing myself for having created and energy high addiction dependency upon and as self righteousness as a result of feeding my thoughts feelings emotions from the starting point of accepted and allowed justifications and validations,Twitter,2,love
291,i feel deeply burdened and emotionally distraught however it is then you whisper be still and know that i am god,Twitter,0,sadness
292,i feel valued appreciated and respected and i feel like i am going somewhere rather than merely treading water and going through the motions as i was starting to feel in my previous department,Twitter,1,joy
293,i feel strongly about gentle transitions and sleeping with company is comforting for him and for us as well when you think about it as we sleep alongside our spouses and not separately,Twitter,2,love
294,i feel too needy and probably seem far too detached,Twitter,0,sadness
295,i have a surge of affection sometimes i just feel curious sometimes i feel sad in a way thats difficult to verbalize,Twitter,5,surprise
296,i feel so ugly all the time,Twitter,0,sadness
297,i hate feeling afraid,Twitter,4,fear
298,i just get so attached to the guy im dating usually though its not this bad but iv been so emotional this last year that i just feel greedy and selfish for wanting him here at this very moment,Twitter,3,anger
299,i wore a flowy maternity gown that made me feel everything but cute,Twitter,1,joy
300,i am truly feeling more comfortable with technology almost on a daily basis,Twitter,1,joy
301,i feel that friendly discussion about the problem can ease out the impact substantially,Twitter,1,joy
302,i feel is damaged by the complex story being truncated into a summer blockbuster format,Twitter,0,sadness
303,im fairly certain that part of the reason i always choose awful frames is because i feel so rushed,Twitter,3,anger
304,i was stood with slade frontman noddy holder as the group performed his song cmon feel the noize to an ecstatic stadium filled to the brim with grown men holding their plastic pint pots aloft full of warm lager arm in arm singing every word,Twitter,1,joy
305,i have loved not feeling rushed here,Twitter,3,anger
306,i want to feel worthwhile and enjoyable,Twitter,1,joy
307,i personally feel that a system that cannot guarantee that no innocent citizen will ever be convicted in error should only impose sentences on the convicted that can be reversed should such an error later on come to light,Twitter,1,joy
308,i called his sister as kak lng as he call and als his brthers abang ngah and abang chik i never feels that i culd have thers t share my lve with im glad that they accept me even at first lk that im such nse t share their mthers lve huhu,Twitter,1,joy
309,football was a very big deal at my high school,Twitter,1,joy
310,i feel passionate about etc,Twitter,2,love
311,i have always believed that love lives on that the feelings we have that are kind generous and accepting of others as they are exist independently of whether we decide to move on or not,Twitter,1,joy
312,i feel somewhat ashamed,Twitter,0,sadness
313,i do all these things is to feel abolutely even fabulous on the inside,Twitter,1,joy
314,im usually feeling very blank and i know i posted already today but it was all bachelorette talk and i guess i had more to say,Twitter,0,sadness
315,i tried to be empathetic pretended to be empathetic and acted as if i was making sure to put the needs of my family before my own for example but keenly aware of feeling resentful at the same time,Twitter,3,anger
316,i am feeling depressed so having a giant apple pie in my face was not particularly a good idea,Twitter,0,sadness
317,i feel as though this vicious cycle that life has thrown at me will never stop,Twitter,3,anger
318,i like them no i love them i feel happy at the sight of them but i don t know what need have i of them or rather they of me,Twitter,1,joy
319,i don t feel as if i m smart enough to accomplish my goals or to even socialize with other people i don t believe i m pretty i constantly eat and have lost the motivation to lose weight and be happy,Twitter,1,joy
320,i was probably there for an hour or so i wouldve stayed longer but i was feeling too hot,Twitter,2,love
321,im feeling needy and then you should put on music and just sit with me i promise to not compare you to other men in my life,Twitter,0,sadness
322,i was upset most of the time during my birthday due to my assignment and also because of my parents forgetting about my birthday this year there were my friends who really brighten up my day and made me feel loved at the same time,Twitter,2,love
323,i feel like i should end it all because nothing worthwhile is ever going to happen,Twitter,1,joy
324,i feel broke inside but i wont admit,Twitter,0,sadness
325,i cant help but feel so devastated for her because she has no idea what shes going to do,Twitter,0,sadness
